time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-12-02T18:56:24.000Z,-29.656,-71.383,50.6,4.3,ml,11,182.3,,,us,usp000jwc6,2014-11-07T01:49:31.407Z,"30 km NNW of La Serena, Chile",earthquake,,,,,reviewed,guc,guc
2012-12-02T07:37:06.000Z,-31.138,-71.335,57.4,4.3,ml,20,156.1,,,us,usp000jwba,2014-11-07T01:49:31.056Z,"57 km NNW of Illapel, Chile",earthquake,,,,,reviewed,guc,guc
2012-11-15T23:41:02.000Z,-30.988,-71.171,65.8,4.2,mb,13,166.6,,,us,usp000jvnh,2014-11-07T01:49:23.325Z,"38 km SSW of Monte Patria, Chile",earthquake,,,,4,reviewed,guc,us
2012-11-13T04:32:44.820Z,-30.374,-72.232,3.4,4,ml,31,130.7,,1.14,us,usp000jvgw,2014-11-07T01:49:22.158Z,"97 km WSW of Coquimbo, Chile",earthquake,,21.7,,,reviewed,us,guc
2012-11-07T15:16:27.130Z,-30.78,-71.934,33.6,4.6,mb,26,120.1,,1.06,us,usp000jv5b,2014-11-07T01:49:19.040Z,"73 km WSW of Ovalle, Chile",earthquake,,4.5,,4,reviewed,us,us
2012-11-04T17:35:47.000Z,-31.768,-71.857,36,4.6,ml,30,115.3,,,us,usp000jv1c,2014-11-07T01:49:18.201Z,"66 km WSW of Illapel, Chile",earthquake,,,,,reviewed,guc,guc
2012-11-04T14:33:06.000Z,-31.729,-71.885,43,4.2,mb,31,115.3,,,us,usp000jv12,2014-11-07T01:49:18.167Z,"68 km W of Illapel, Chile",earthquake,,,,5,reviewed,guc,us
2012-10-24T03:46:30.000Z,-31.698,-72.069,43.5,4.7,mb,33,134,,,us,usp000jucp,2014-11-07T01:49:08.327Z,"Off the coast of Coquimbo, Chile",earthquake,,,,6,reviewed,guc,us
2012-10-20T00:25:48.000Z,-32.251,-72.141,21.7,4.3,mwr,37,80.2,,,us,usp000ju6p,2014-11-07T01:49:07.111Z,"88 km WNW of La Ligua, Chile",earthquake,,,,,reviewed,guc,us
2012-10-19T22:48:18.230Z,-31.758,-71.95,10,4.5,mwr,39,115.3,,1.28,us,usp000ju6k,2014-11-07T01:49:07.103Z,"75 km W of Illapel, Chile",earthquake,,,,,reviewed,us,us
2012-10-19T05:35:22.000Z,-31.793,-72.024,42.5,4,ml,16,192,,,us,usp000ju5h,2014-11-07T01:49:06.931Z,"82 km WSW of Illapel, Chile",earthquake,,,,,reviewed,guc,guc
2012-10-18T04:37:59.680Z,-31.827,-72.034,28.8,4.5,mb,28,115.3,,0.96,us,usp000ju45,2014-11-07T01:49:06.736Z,"84 km WSW of Illapel, Chile",earthquake,,13.1,,2,reviewed,us,us
2012-10-15T21:04:20.600Z,-31.814,-71.787,24,5,mwr,203,106.4,,0.89,us,usp000ju19,2022-05-03T15:52:43.121Z,"61 km WSW of Illapel, Chile",earthquake,,9.5,,,reviewed,us,us
